scenario_idx,base,method,delta,direction_idx,n_clipped,init_loss,final_loss,converged,iters_to_tol,n_iter,elapsed_s,param_err_C_m,param_err_E_L,param_err_g_L,C_m_gt,E_L_gt,g_L_gt,C_m_fit,E_L_fit,g_L_fit
123,tonic,grad,0.3,23,0,0.29881611466407776,0.004803318530321121,1,3,25,0.6012768745422363,0.02809892509664478,0.003709989143207003,0.06437100687001007,183.856659459217,-71.03229832736228,9.21847806625574,190.3194122314453,-70.86534881591797,9.73344612121582
123,tonic,nm,0.3,23,0,0.29881611466407776,0.028810380026698112,1,9,25,0.40232014656066895,0.08797334766842814,0.0075171804295555,0.09023411782051727,183.856659459217,-71.03229832736228,9.21847806625574,204.09052942295548,-70.69402520803229,9.940351008819878
124,tonic,grad,0.3,24,0,0.47201651334762573,0.019338082522153854,1,7,25,0.6115341186523438,0.09354142919767004,0.006467446815545625,0.007486371970539363,188.16544870152808,-71.49162714771518,9.061126937678377,209.6799774169922,-71.20059204101562,9.001235961914062
124,tonic,nm,0.3,24,0,0.47201651334762573,0.10321932286024094,0,-1,25,0.3993251323699951,0.09279737308326245,0.017973059951800804,0.1254433256071179,188.16544870152808,-71.49162714771518,9.061126937678377,209.50884451067844,-70.68283944988414,10.06467354253532
125,tonic,grad,0.3,25,1,6.9306416511535645,0.03062380477786064,1,8,25,0.602410078048706,0.05746661926062908,0.007388163914719964,0.3701829550387714,239.04550846510094,-72.36036044256865,8.408079435251352,225.82818603515625,-72.02789306640625,11.369543075561523
125,tonic,nm,0.3,25,1,6.9306416511535645,0.03300522640347481,1,14,25,0.401721715927124,0.16440737253407142,0.007174552662148573,0.23508311094613843,239.04550846510094,-72.36036044256865,8.408079435251352,201.2318127822645,-72.68321531236533,10.28874432282046
126,tonic,grad,0.3,26,0,3.5289247035980225,0.04069005697965622,1,18,25,0.6067967414855957,0.09731417907580153,0.0008134778625187917,0.2526446709251311,187.54856672942654,-67.64041204580553,9.096161739654615,165.1663055419922,-67.60380554199219,11.117319107055664
126,tonic,nm,0.3,26,0,3.5289247035980225,0.33573946356773376,0,-1,25,0.3997530937194824,0.08390669043807503,0.010389452128850014,0.11050711527367696,187.54856672942654,-67.64041204580553,9.096161739654615,206.8471055301838,-68.10793739160378,9.980218661844031
127,tonic,grad,0.3,27,1,2.492957592010498,0.038425590842962265,1,13,25,0.7615950107574463,0.00029553221829392286,0.0024373419353499533,0.11107883362416104,197.64647887993416,-70.7492449012509,11.228322227124876,197.57850646972656,-70.63956451416016,12.116952896118164
127,tonic,nm,0.3,27,1,2.492957592010498,0.1344069391489029,0,-1,25,0.40335893630981445,0.03196487826451867,0.0005250099500525746,0.0018170503856713704,197.64647887993416,-70.7492449012509,11.228322227124876,204.99840088077346,-70.77287034900327,11.242858630210247
128,tonic,grad,0.3,28,1,9.973605155944824,0.11742790788412094,0,-1,25,0.6204159259796143,0.07108078789731231,0.0180492728081791,0.09807924724493078,217.1472567534912,-65.9477085659171,8.956680910041042,200.79867553710938,-66.75992584228516,9.741314888000488
128,tonic,nm,0.3,28,1,9.973605155944824,0.04582210257649422,1,7,25,0.5803048610687256,0.052545775471432424,0.009392484543405999,0.15973587389919053,217.1472567534912,-65.9477085659171,8.956680910041042,205.06172839506175,-66.37037037037037,10.234567901234566
129,tonic,grad,0.3,29,1,7.96858024597168,0.019176391884684563,1,9,25,0.6045119762420654,0.004171990701547533,0.0006376675590846364,0.23946533278111648,224.8702939453403,-71.96240908581775,10.085466569623627,223.91073608398438,-71.99110412597656,12.001189231872559
129,tonic,nm,0.3,29,1,7.96858024597168,0.19566790759563446,0,-1,25,0.40426087379455566,0.10320521330052743,0.02255078845423889,0.06698767880342116,224.8702939453403,-71.96240908581775,10.085466569623627,201.133094886219,-72.9771945662585,10.621368000050996
130,tonic,grad,0.3,30,2,81.6417007446289,0.14213550090789795,0,-1,25,0.6139731407165527,0.044398649530256885,0.020663172069842202,0.40040381128910907,222.2945819703456,-79.60241964743977,9.561473260297479,232.5062713623047,-78.67257690429688,12.764703750610352
130,tonic,nm,0.3,30,2,81.6417007446289,0.11740391701459885,0,-1,25,0.40221071243286133,0.1675478634006193,0.008530287365231162,0.08499416893743783,222.2945819703456,-79.60241964743977,9.561473260297479,183.75857338820316,-79.98628257887518,10.241426611796982
131,tonic,grad,0.3,31,1,7.668766498565674,0.06304773688316345,1,9,25,0.6093719005584717,0.0002906943317624234,0.011843199962902734,0.2703436435170894,219.91593501368817,-72.64881924247125,9.136559628718754,219.8490753173828,-72.11587524414062,11.299308776855469
131,tonic,nm,0.3,31,1,7.668766498565674,0.07778001576662064,1,17,25,0.400648832321167,0.07683087727546649,0.0038283812816492474,0.14267760109267558,219.91593501368817,-72.64881924247125,9.136559628718754,202.24483324033088,-72.82109640014546,10.277980437460158
132,tonic,grad,0.3,32,2,3.515838623046875,0.022958116605877876,1,7,25,0.6102440357208252,0.01512043076857582,0.004913585319419806,0.15995835840744532,221.50197581017088,-71.13360218410045,10.540765795704305,218.02427673339844,-70.91249084472656,11.820432662963867
132,tonic,nm,0.3,32,2,3.515838623046875,0.17033608257770538,0,-1,25,0.40462422370910645,0.0698581142116493,0.02141569290957174,0.03147639506681421,221.50197581017088,-71.13360218410045,10.540765795704305,205.43460954149154,-72.09730836503118,10.288954635169791
133,tonic,grad,0.3,33,1,7.741127014160156,0.03543122112751007,1,9,25,0.6103007793426514,0.05913207066448723,0.007423899479519491,0.13387725199860623,234.84444058388675,-72.50578262989869,10.167133534304119,221.2440643310547,-72.17170715332031,11.238151550292969
133,tonic,nm,0.3,33,1,7.741127014160156,0.03830840066075325,1,15,25,0.4025871753692627,0.14177244691339397,0.00723888638275696,0.013429788170573387,234.84444058388675,-72.50578262989869,10.167133534304119,202.23677779380614,-72.83153251712275,10.274571839668706
134,tonic,grad,0.3,34,2,10.332686424255371,0.07139921933412552,1,16,25,0.6088190078735352,0.03350089831436452,0.015516352921208131,0.08603013086900257,210.96152375097572,-66.02550374256907,10.21155933766247,203.25631713867188,-66.72373962402344,9.52331829071045
134,tonic,nm,0.3,34,2,10.332686424255371,0.012048759497702122,1,7,25,0.40152907371520996,0.03413470721279255,0.005188414698361359,0.009973829913163756,210.96152375097572,-66.02550374256907,10.21155933766247,203.11054109203343,-66.25898240399533,10.29134997696778
